tconst	primaryTitle	originalTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
tt1703148	The Hunter	The Hunter	2011	102	Adventure,Drama,Thriller	6.7	40154
tt1703199	Grave Encounters	Grave Encounters	2011	92	Horror,Mystery	6.1	60002
tt1703807	Depth of Pyaar	Depth of Pyaar	2019	93	Crime,Drama,Family	7.7	1122
tt1703824	Kong Curling	Kong Curling	2011	90	Comedy,Sport	6.1	2375
tt1703957	Genius	Genius	2016	104	Biography,Drama	6.5	20316
tt1703958	Ek Main Aur Ekk Tu	Ek Main Aur Ekk Tu	2012	110	Comedy,Drama,Romance	5.8	6976
tt1704144	Gaganam	Gaganam	2011	120	Action,Crime,Thriller	7.1	1093
tt1704161	33 Postcards	33 Postcards	2011	97	Crime,Drama,Music	6.1	1112
tt17041964	Navalny	Navalny	2022	99	Biography,Documentary	7.7	19435
tt17044594	Into the Wind	Pod wiatr	2022	107	Comedy,Drama,Romance	5.3	1035
tt1704573	Bernie	Bernie	2011	99	Biography,Comedy,Crime	6.8	61317
tt1704586	From the Rough	From the Rough	2013	97	Drama,Sport	6.6	1009
tt1704619	Tabloid	Tabloid	2010	87	Crime,Documentary	7.0	7088
tt17048366	Explorer: The Last Tepui	Explorer: The Last Tepui	2022	55	Documentary	6.9	1007
tt1705120	Love.net	Love.net	2011	109	Drama,Romance	7.3	3867
tt1705125	Jules Verne's Mysterious Island	Mysterious Island	2010	91	Adventure,Fantasy,Horror	3.5	1154
tt1705134	State of Emergency	State of Emergency	2011	90	Horror,Sci-Fi,Thriller	5.2	3085
tt1705772	Mankatha	Mankatha	2011	155	Action,Crime,Thriller	7.7	15746
tt1705786	Chinese Take-Out	Un cuento chino	2011	93	Comedy,Drama	7.3	18831
tt1705952	Tarzan	Tarzan	2013	94	Action,Adventure,Animation	4.8	12781
tt1706317	Tezz	Tezz	2012	121	Action,Crime,Drama	4.1	2500
tt1706414	The Edge	Kray	2010	124	Adventure,Drama,History	6.5	3140
tt1706433	To Live!	Zhit	2010	74	Action,Crime,Drama	7.1	2057
tt1706450	The Kingdom of Solomon	Molke Soleiman	2010	110	Action,Biography,Drama	6.1	4737
tt1706470	Weekender	Weekender	2011	90	Drama,Music	5.5	1920
tt1706593	Chronicle	Chronicle	2012	89	Action,Drama,Sci-Fi	7.0	255171
tt1706596	A Funny Man	Dirch	2011	116	Biography,Drama	6.9	2917
tt1706598	Every Secret Thing	Every Secret Thing	2014	93	Crime,Drama,Mystery	6.1	8308
tt1706620	Snowpiercer	Snowpiercer	2013	126	Action,Drama,Sci-Fi	7.1	367890
tt1707380	Every Thing Will Be Fine	Every Thing Will Be Fine	2015	118	Drama	5.4	6288
tt1707386	Les Misérables	Les Misérables	2012	158	Drama,Musical,Romance	7.5	334335
tt1707391	4:44 Last Day on Earth	4:44 Last Day on Earth	2011	82	Drama,Fantasy,Sci-Fi	4.6	5529
tt1707392	Lovely Molly	Lovely Molly	2011	100	Drama,Horror	5.3	9903
tt17076046	Weird: The Al Yankovic Story	Weird: The Al Yankovic Story	2022	108	Biography,Comedy,Music	7.0	26781
tt1707818	Ethos	Ethos	2011	78	Documentary	7.4	1236
tt1708135	13 Minutes	Elser	2015	114	Biography,Drama,War	7.0	9573
tt1708453	Aakrosh	Aakrosh	2010	146	Action,Crime,Drama	7.0	3867
tt1708532	Ready	Ready	2011	145	Action,Comedy,Romance	4.8	18772
tt1709122	The Fourth State	Die vierte Macht	2012	115	Thriller	6.1	2399
tt1709143	The Last Days on Mars	The Last Days on Mars	2013	98	Adventure,Horror,Sci-Fi	5.5	37699
tt1709173	Unaware	Unaware	2010	81	Horror,Sci-Fi,Thriller	4.4	1176
tt1709652	Dragon Age: Dawn of the Seeker	Dragon Age: Dawn of the Seeker	2012	90	Action,Adventure,Animation	5.7	3017
tt1709654	Citizen Gangster	Edwin Boyd	2011	105	Crime,Drama	6.1	4433
tt17097088	Return to Dust	Yin ru chen yan	2022	131	Drama	7.7	1381
tt1710393	Ismael	Ismael	2013	106	Drama	6.2	1134
tt1710396	Joyful Noise	Joyful Noise	2012	118	Comedy,Drama,Music	5.7	8635
tt1710417	Lola Versus	Lola Versus	2012	87	Comedy	5.5	8829
tt1710590	Omar Killed Me	Omar m'a tuer	2011	85	Biography,Crime,Drama	6.7	1423
tt1711018	Vile	Vile	2011	88	Horror,Mystery	4.9	6345
tt1711425	21 & Over	21 & Over	2013	93	Comedy	5.8	75728
tt1711484	The Conquest	La conquête	2011	105	Biography,Comedy,Drama	6.3	1665
tt1711522	A Thousand Times Stronger	Tusen gånger starkare	2010	85	Drama	5.2	1193
tt1711525	Office Christmas Party	Office Christmas Party	2016	105	Comedy	5.9	83369
tt1711533	Werner - Eiskalt!	Werner - Eiskalt!	2011	93	Animation,Comedy	4.3	1267
tt1712057	Vaanam	Vaanam	2011	140	Action,Crime,Drama	7.3	1857
tt1712159	11-11-11	11-11-11	2011	90	Horror,Mystery,Thriller	3.9	12456
tt1712170	Alex Cross	Alex Cross	2012	101	Action,Crime,Mystery	5.1	34658
tt1712187	The Ages of Love	Manuale d'am3re	2011	125	Comedy,Romance	5.9	4339
tt1712192	Message from the King	Message from the King	2016	102	Action,Crime,Drama	6.4	17119
tt1712261	Triple 9	Triple 9	2016	115	Action,Crime,Thriller	6.3	73844
tt1712573	Strapped	Strapped	2010	95	Drama,Romance	6.8	2809
tt1712578	The Devil's Rock	The Devil's Rock	2011	83	Horror	5.7	4387
tt1713440	Smoke & Mirrors	El hombre de las mil caras	2016	123	Adventure,Biography,Thriller	6.8	8329
tt1713476	The Bay	The Bay	2012	84	Horror,Sci-Fi,Thriller	5.7	28271
tt17134922	Padmashri	Padmashri	2022	151	Crime,Horror,Thriller	8.2	1038
tt1714014	Majority	Çogunluk	2010	111	Drama	7.4	5780
tt1714193	The Gang of Oss	De bende van Oss	2011	112	Crime,Drama,History	6.4	2914
tt1714203	Piranha 3DD	Piranha 3DD	2012	83	Comedy,Horror,Sci-Fi	3.8	43677
tt1714205	Purge	Puhdistus	2012	125	Crime,Drama	7.1	3788
tt1714206	The Spectacular Now	The Spectacular Now	2013	95	Drama,Romance	7.1	156431
tt1714208	The Woman	The Woman	2011	101	Drama,Horror,Thriller	6.0	24892
tt1714209	In the Land of Blood and Honey	In the Land of Blood and Honey	2011	127	Drama,Romance,War	4.7	34407
tt1714210	Weekend	Weekend	2011	97	Drama,Romance	7.6	31097
tt1714832	Do Dooni Chaar	Do Dooni Chaar	2010	112	Comedy,Crime,Drama	7.5	5725
tt1714833	Drift	Drift	2013	113	Biography,Drama,Sport	6.3	5134
tt1714866	Midnight's Children	Midnight's Children	2012	146	Drama	6.2	3302
tt1714878	Oki's Movie	Ok-hui-ui yeonghwa	2010	80	Comedy,Drama	6.8	1236
tt1714886	Post Mortem	Post Mortem	2010	98	Drama	6.5	2442
tt1714915	Only Lovers Left Alive	Only Lovers Left Alive	2013	123	Comedy,Drama,Fantasy	7.2	103133
tt1714917	Gimme Danger	Gimme Danger	2016	108	Documentary,Music	7.2	6151
tt1715210	Time of Eve	Eve no jikan	2010	106	Animation,Drama,Romance	7.2	3927
tt1715223	The Watermen	The Watermen	2012	94	Horror,Thriller	3.1	1293
tt1715320	Bending the Rules	Bending the Rules	2012	83	Comedy,Crime	4.8	2307
tt1715336	Anna	Anna	2013	99	Drama,Mystery,Sci-Fi	6.4	24196
tt1715344	Adam	Quad	2020	100	Biography,Drama	6.5	1106
tt1715356	Tous les soleils	Tous les soleils	2011	105	Comedy	6.8	1900
tt1715730	Y'en aura pas de facile	Y'en aura pas de facile	2010	94	Comedy	6.5	1357
tt1715802	How to Die in Oregon	How to Die in Oregon	2011	107	Documentary,Drama,Family	8.2	1950
tt1715853	The Colors of the Mountain	Los colores de la montaña	2010	90	Drama	7.1	1647
tt1715873	10 Years	10 Years	2011	110	Comedy,Drama,Romance	6.1	26103
tt1716747	Hellraiser: Revelations	Hellraiser: Revelations	2011	75	Horror	2.7	8981
tt1716753	Monster Brawl	Monster Brawl	2011	89	Action,Comedy,Horror	3.6	2499
tt1716759	Pressed	Pressed	2011	88	Action,Crime,Drama	4.6	1436
tt1716767	The Last Keepers	The Last Keepers	2013	85	Family,Fantasy	5.5	2077
tt1716772	The Inbetweeners	The Inbetweeners Movie	2011	97	Comedy	6.7	84134
tt1716777	People Like Us	People Like Us	2012	114	Comedy,Drama	7.0	43542
tt1717715	The Monkey King Havoc in Heavens Palace	Xi you ji: Da nao tian gong	2014	119	Action,Adventure,Family	4.9	5176
tt1717724	The Wise Kids	The Wise Kids	2011	95	Drama	6.4	1208
tt1718158	Generation Um...	Generation Um...	2012	97	Drama	3.9	4187
tt1718199	Dragon	Wu xia	2011	115	Action,Crime,Drama	7.0	15238
tt1718747	Cannibal	Caníbal	2013	116	Adventure,Drama,Romance	5.9	3529
tt1718835	My Worst Nightmare	Mon pire cauchemar	2011	103	Comedy,Drama,Romance	6.0	3058
tt1718903	StreetDance 2	StreetDance 2	2012	85	Drama,Music,Romance	5.5	9394
tt1718915	Teen Lust	Teen Lust	2014	80	Comedy,Horror	4.7	1885
tt1718924	A Family Man	A Family Man	2016	108	Drama	6.5	12732
tt1719068	Dark Tourist	The Grief Tourist	2012	84	Drama,Thriller	5.0	1169
tt1719071	Another Happy Day	Another Happy Day	2011	119	Comedy,Drama	6.0	4402
tt17196124	Grimcutty	Grimcutty	2022	101	Drama,Horror,Mystery	4.3	6132
tt1719634	Snow on Tha Bluff	Snow on Tha Bluff	2011	79	Crime,Drama	6.6	2532
tt1719665	In Search of the Titanic	Tentacolino	2004	88	Adventure,Animation,Family	1.3	1808
tt1720035	59 Seconds	59 Seconds	2016	95	Action,Drama,Thriller	5.6	1269
tt1720044	Baby and I	Ahgiwa na	2008	98	Comedy	6.5	1842
tt1720047	Market Street	Angadi Theru	2010	151	Drama	7.7	1324
tt1720114	Heleno	Heleno: O Príncipe Maldito	2011	116	Biography,Drama,Sport	6.8	1457
tt1720164	Mimesis	Mimesis	2011	95	Fantasy,Horror	4.4	1113
tt1720172	Munger Road	Munger Road	2011	86	Horror,Mystery,Thriller	4.4	1668
tt1720182	October Baby	October Baby	2011	107	Drama	6.6	7736
tt17202326	Matriarch	Matriarch	2022	85	Horror	4.5	2237
tt1720254	Thank You	Thank You	2011	125	Comedy	4.8	5996
tt1720616	Friends with Kids	Friends with Kids	2011	107	Comedy,Drama,Romance	6.1	42668
tt1720621	Trafficked	Trafficked	2017	108	Drama,Thriller	5.7	1694
tt1721677	Fastest	Fastest	2011	111	Action,Documentary,Sport	7.7	2361
tt17220704	A Christmas Story Christmas	A Christmas Story Christmas	2022	98	Comedy,Family	6.7	15730
tt17221298	Unhuman	Unhuman	2022	91	Comedy,Horror,Thriller	4.4	2268
tt1722426	Auschwitz	Auschwitz	2011	73	Drama,History,War	3.2	1604
tt1722450	Inadequate People	Neadekvatnye lyudi	2010	102	Comedy,Drama,Romance	7.3	4742
tt1722515	Home for Christmas	Hjem til jul	2010	90	Comedy,Drama	6.1	1106
tt1723047	Requiem for a Killer	Requiem pour une tueuse	2011	91	Thriller	5.0	1357
tt1723118	The Piano in a Factory	Gang de qin	2010	119	Comedy,Drama	7.4	1459
tt1723120	Viva Riva!	Viva Riva!	2010	98	Crime,Drama,Thriller	6.1	1199
tt1723121	We're the Millers	We're the Millers	2013	110	Comedy,Crime	7.0	458534
tt1723122	All You Can Dream	All You Can Dream	2012	79	Comedy,Drama,Family	5.1	7522
tt1723124	Inbred	Inbred	2011	98	Comedy,Horror	5.3	5385
tt1723126	Last Days Here	Last Days Here	2011	91	Documentary,Music	7.5	1983
tt1723596	Byomkesh Bakshi	Byomkesh Bakshi	2010	136	Drama,Mystery,Thriller	7.4	1063
tt1723642	HOUBA! On the Trail of the Marsupilami	Sur la piste du Marsupilami	2012	105	Adventure,Comedy,Family	5.5	4019
tt1723811	Shame	Shame	2011	101	Drama	7.2	199171
tt1724597	London Town	London Town	2016	92	Drama,Music	6.4	2458
tt1724962	Beyond Outrage	Autoreiji: Biyondo	2012	110	Action,Crime,Drama	6.7	6915
tt1724965	Innocence	Innocence	2013	96	Fantasy,Horror,Mystery	4.4	1343
tt1724970	Beyond Skyline	Beyond Skyline	2017	106	Action,Adventure,Sci-Fi	5.3	22469
tt17250160	Athadu Ame Priyudu	Athadu Ame Priyudu	2022	109	Thriller	4.1	1061
tt1725047	My Little Princess	My Little Princess	2010	\N	Drama,Family,Romance	3.2	43572
tt1725073	Penumbra	Penumbra	2011	90	Horror,Thriller	5.5	1114
tt1725795	7 Aum Arivu	7 Aum Arivu	2011	168	Action,Sci-Fi,Thriller	6.5	12723
tt1725969	Ethel & Ernest	Ethel & Ernest	2016	94	Animation,Drama,History	7.7	3625
tt1725986	Some Kind of Beautiful	Some Kind of Beautiful	2014	99	Comedy,Romance	5.7	15293
tt1725995	Hello Stranger	Kuan meun ho	2010	130	Comedy,Romance	7.5	3024
tt1726252	The Dark Side of the Moon	Die dunkle Seite des Mondes	2015	98	Mystery,Thriller	6.2	6570
tt1726589	Life Happens	L!fe Happens	2011	101	Comedy	5.6	8082
tt1726592	Before I Go to Sleep	Before I Go to Sleep	2014	92	Drama,Mystery,Thriller	6.3	80678
tt1726669	Killer Joe	Killer Joe	2011	102	Drama,Thriller	6.7	79876
tt1726738	Sacrifice	Zhao shi gu er	2010	122	Drama,History	6.2	2410
tt1726861	The Prey	La proie	2011	102	Action,Crime,Drama	6.6	5657
tt1726888	Clandestine Childhood	Infancia clandestina	2011	112	Drama	7.0	2599
tt1726889	You Don't Choose Your Family	On ne choisit pas sa famille	2011	103	Comedy	5.6	1722
tt1727252	Chillerama	Chillerama	2011	120	Action,Comedy,Horror	5.6	4626
tt1727258	Escapee	Escapee	2011	98	Horror,Thriller	3.1	1554
tt1727261	Father's Day	Father's Day	2011	99	Action,Comedy,Horror	5.8	3179
tt1727300	Hunky Dory	Hunky Dory	2011	110	Comedy,Drama,Music	6.2	1285
tt1727358	Panic Button	Panic Button	2011	96	Horror,Thriller	5.3	7249
tt1727360	She Wants Me	She Wants Me	2012	85	Comedy	5.4	2969
tt1727388	The Way Way Back	The Way Way Back	2013	103	Comedy,Drama	7.4	152637
tt17274522	Sher Shivraj	Sher Shivraj	2022	143	Action,Drama,History	8.3	2586
tt1727496	Dil Toh Baccha Hai Ji	Dil Toh Baccha Hai Ji	2011	143	Comedy,Drama,Romance	5.9	4031
tt1727497	Control	Het tweede gelaat	2017	127	Action,Crime,Drama	6.3	1501
tt1727516	Livid	Livide	2011	92	Fantasy,Horror	5.7	7312
tt1727523	My Amityville Horror	My Amityville Horror	2012	88	Documentary,Horror	5.4	2005
tt1727535	Rakhta Charitra 2	Rakhta Charitra 2	2010	135	Action,Biography,Crime	6.5	2974
tt1727564	Çinar Agaci	Çinar Agaci	2011	115	Comedy,Drama,Romance	6.2	1542
tt1727770	Absolutely Anything	Absolutely Anything	2015	85	Comedy,Sci-Fi	6.0	44007
tt1727776	Scouts Guide to the Zombie Apocalypse	Scouts Guide to the Zombie Apocalypse	2015	93	Action,Comedy,Horror	6.3	52142
tt1727790	Fire in Babylon	Fire in Babylon	2010	87	Documentary,Sport	7.7	1853
tt1727816	Screwed	Screwed	2011	110	Crime,Drama	5.6	2271
tt1727824	Bohemian Rhapsody	Bohemian Rhapsody	2018	134	Biography,Drama,Music	7.9	548898
tt17278510	Jatt Brothers	Jatt Brothers	2022	135	Comedy,Drama	7.0	1040
tt1727885	Vamp U	Vamp U	2011	100	Action,Comedy,Horror	4.0	2844
tt1728179	Paranormal Activity 2: Tokyo Night	Paranômaru akutibiti: Dai-2-shô - Tokyo Night	2010	90	Horror,Mystery	5.1	5115
tt1728196	Hara-Kiri: Death of a Samurai	Ichimei	2011	128	Drama	7.3	8736
tt1728239	Double Dhamaal	Double Dhamaal	2011	138	Comedy,Crime,Drama	3.9	4245
tt1728245	Corporal vs. Napoleon	Rzhevskiy protiv Napoleona	2012	80	Comedy	2.7	1147
tt1728620	Remembrance	Die verlorene Zeit	2011	105	Drama,Romance,Thriller	7.2	2262
tt1728973	The Family	The Family	2011	88	Horror,Thriller	3.5	4905
tt1728975	Elevator	Elevator	2012	84	Horror,Thriller	5.3	6529
tt1728976	Episode 50	Episode 50	2011	81	Horror,Mystery,Thriller	3.1	1922
tt1728978	Longhorns	Longhorns	2011	75	Comedy,Drama,Romance	5.4	1550
tt1728979	Mercenaries	Mercenaries	2011	97	Action,Drama	3.4	1198
tt1728986	Bol Bachchan	Bol Bachchan	2012	155	Action,Comedy	5.6	9355
tt1729211	Men in the City 2	Männerherzen... und die ganz ganz große Liebe	2011	112	Comedy,Romance	6.2	2800
tt1729226	Teddy Bear	10 timer til Paradis	2012	92	Drama,Romance	7.1	4639
tt1729630	10 jours en or	10 jours en or	2012	95	Comedy,Drama	6.0	1035
tt1729637	Bodyguard	Bodyguard	2011	130	Action,Comedy,Drama	4.7	26626
tt1730294	For the Love of Money	For the Love of Money	2012	93	Crime,Thriller	4.4	1051
tt1730687	Darling Companion	Darling Companion	2012	103	Comedy,Drama,Romance	5.1	3582
tt1730689	Headwinds	Des vents contraires	2011	91	Drama,Mystery	6.4	1546
tt1730697	Hollywoo	Hollywoo	2011	107	Comedy	5.1	1888
tt1730714	Rubble Kings	Rubble Kings	2010	71	Biography,Documentary,History	7.0	1134
tt1730768	The Zookeeper's Wife	The Zookeeper's Wife	2017	127	Biography,Drama,History	7.0	44419
tt1731141	Ender's Game	Ender's Game	2013	114	Action,Adventure,Sci-Fi	6.6	244606
tt1731697	The Lords of Salem	The Lords of Salem	2012	101	Horror,Thriller	5.2	30988
tt1731701	Barely Lethal	Barely Lethal	2015	96	Action,Comedy	5.4	22491
tt1731998	ID:A	ID:A	2011	104	Thriller	6.0	2299
tt1732582	Bridgend	Bridgend	2013	83	Documentary,Drama,Mystery	7.0	1512
tt1733105	Bekas	Bekas	2012	97	Adventure,Drama	7.5	5492
tt1733578	Zombie Diaries 2	World of the Dead: The Zombie Diaries	2011	88	Action,Horror,Sci-Fi	3.8	2482
tt1734067	Atrocious	Atrocious	2010	79	Horror,Mystery,Thriller	5.0	5121
tt1734110	No One Killed Jessica	No One Killed Jessica	2011	136	Biography,Crime,Drama	7.2	11998
tt1734122	The Collapsed	The Collapsed	2011	82	Drama,Horror,Sci-Fi	3.5	1144
tt1734428	Childish Games	Dictado	2012	95	Horror,Thriller	5.5	1247
tt1734433	Eden	Eden	2012	98	Crime,Drama,Thriller	6.6	9019
tt1734477	Public Speaking	Public Speaking	2010	84	Documentary	7.6	2165
tt1734493	Unlocked	Unlocked	2017	98	Action,Thriller	6.3	36364
tt1734548	The Color Wheel	The Color Wheel	2011	83	Comedy,Romance	6.6	1833
tt1734582	Dawn of the Dragonslayer	Dawn of the Dragonslayer	2011	97	Action,Adventure,Fantasy	4.3	1991
tt1734586	Supercapitalist	Supercapitalist	2012	102	Thriller	4.5	1145
tt1734589	Unicorn City	Unicorn City	2012	103	Comedy,Romance	5.5	1291
tt1735200	When Pigs Have Wings	When Pigs Have Wings	2011	98	Comedy	7.0	3433
tt1735462	Pixies	Pixies	2015	78	Animation,Comedy	4.8	1733
tt1735485	The Tunnel	The Tunnel	2011	94	Horror,Mystery,Thriller	5.8	21243
tt1735839	Any Questions for Ben?	Any Questions for Ben?	2012	114	Comedy,Romance	5.6	1722
tt1735862	Dragon Eyes	Dragon Eyes	2012	91	Action,Crime,Drama	4.4	6133
tt1735898	Snow White and the Huntsman	Snow White and the Huntsman	2012	127	Action,Adventure,Drama	6.1	293502
tt1735900	Taped	Taped	2012	90	Thriller	6.2	1647
tt1735907	The Adderall Diaries	The Adderall Diaries	2015	87	Crime,Drama,Thriller	5.2	5762
tt1736049	A Place at the Table	A Place at the Table	2012	84	Documentary	6.9	1203
tt1736552	Breakaway	Breakaway	2011	101	Comedy,Drama,Sport	5.7	2415
tt1736633	Oslo, August 31st	Oslo, 31. august	2011	95	Drama	7.6	26765
tt1736636	Nobody Else But You	Poupoupidou	2011	102	Comedy,Crime,Mystery	6.6	2719
tt1736647	Sakthi	Sakthi	2011	161	Action,Adventure,Fantasy	3.4	1230
tt1737156	Dui Prithibi	Dui Prithibi	2010	150	Drama,Romance	6.4	1132
tt1737237	Lost on Journey	Ren zai jiong tu	2010	91	Comedy	6.8	2481
tt1737255	The Godmother	The Godmother	2011	100	Comedy	5.1	1001
tt1737674	PressPausePlay	PressPausePlay	2011	80	Documentary,Music	7.3	1514
tt1738293	Khichdi: The Movie	Khichdi: The Movie	2010	120	Comedy,Family	7.3	2720
tt1738351	Honour	Honour	2014	104	Thriller	6.0	1065
tt1738387	The River Murders	The River Murders	2011	92	Crime,Mystery,Thriller	5.2	4784
tt1739212	Pokémon the Movie: White - Victini and Zekrom	Gekijôban Poketto Monsutâ Besuto Uisshu: Bikutini to kuroki eiyû Zekuromu	2011	97	Adventure,Animation,Drama	5.7	1777
tt1740002	Motorway	Che sau	2012	90	Action,Crime,Drama	5.9	1808
tt1740047	The Trip	The Trip	2010	112	Comedy,Drama	7.0	22956
tt1740053	A Burning Hot Summer	Un été brûlant	2011	95	Drama	5.0	2240
tt1740476	Butcher Boys	Butcher Boys	2012	86	Action,Comedy,Horror	3.5	1612
tt1740707	Trollhunter	Trolljegeren	2010	103	Drama,Fantasy,Horror	6.9	76862
tt1740710	Mere Brother Ki Dulhan	Mere Brother Ki Dulhan	2011	139	Comedy,Drama,Family	5.9	9714
tt1740712	Video Nasties: Moral Panic, Censorship & Videotape	Video Nasties: Moral Panic, Censorship & Videotape	2010	72	Documentary	7.7	1301
tt1740725	Bigfoot: The Lost Coast Tapes	Bigfoot: The Lost Coast Tapes	2012	90	Horror,Mystery,Thriller	4.5	2748
tt1740826	The Good Neighbour	Unter Nachbarn	2011	96	Drama,Thriller	6.7	1583
tt1741225	I Am	I Am	2010	78	Documentary	7.5	3826
tt1741243	Pawn Shop Chronicles	Pawn Shop Chronicles	2013	112	Action,Comedy,Crime	5.9	11619
tt1741273	Secret in Their Eyes	Secret in Their Eyes	2015	111	Crime,Drama,Mystery	6.3	49383
tt1741542	Les Lyonnais	Les Lyonnais	2011	102	Action,Crime,Drama	6.9	8538
tt1741706	Wedding in Bessarabia	Nunta in Basarabia	2009	92	Comedy	7.5	1038
tt1742023	Americano	Americano	2011	105	Drama	5.2	1058
tt1742044	Jersey Boys	Jersey Boys	2014	134	Biography,Drama,Music	6.8	35460
tt1742334	Sabotage	Sabotage	2014	109	Action,Crime,Drama	5.7	64590
tt1742336	Your Sister's Sister	Your Sister's Sister	2011	90	Comedy,Drama,Romance	6.7	27827
tt17425056	Stop Watch	Stop Watch	2022	86	Crime,Thriller	8.4	2208
tt1742650	I Don't Know How She Does It	I Don't Know How She Does It	2011	89	Comedy,Romance	4.9	20736
tt1743720	The Greatest Movie Ever Sold	The Greatest Movie Ever Sold	2011	90	Comedy,Documentary	6.6	15021
tt1743724	Guilty of Romance	Koi no tsumi	2011	144	Drama,Horror,Romance	6.8	5492
tt1743922	Donovan's Echo	Donovan's Echo	2011	91	Drama,Fantasy,Mystery	6.2	1879
tt1743985	Yuma	Yuma	2012	113	Action,Crime,Drama	6.0	1201
tt1743993	When the Lights Went Out	When the Lights Went Out	2012	86	Horror	5.3	4860
tt1744885	The Opening	The Opening	2011	95	Drama	6.2	3364
tt1745672	Children of the Corn: Genesis	Children of the Corn: Genesis	2011	80	Horror,Thriller	3.6	3549
tt1745686	The Wall	Die Wand	2012	108	Drama,Mystery,Sci-Fi	6.7	6592
tt1745710	Gore Vidal: The United States of Amnesia	Gore Vidal: The United States of Amnesia	2013	83	Biography,Documentary,History	7.7	1285
tt1745740	Last Kind Words	Last Kind Words	2012	87	Drama,Horror,Mystery	4.8	1834
tt1745787	The Tribe	Plemya	2014	126	Crime,Drama	7.0	11465
tt1745863	Urumi: The Warriors Who Wanted to Kill Vasco Da Gama	Urumi	2011	172	Action,Drama	7.1	2156
tt1745958	Rites of Passage	Rites of Passage	2012	103	Horror	4.0	1640
tt1745960	Top Gun: Maverick	Top Gun: Maverick	2022	130	Action,Drama	8.3	547500
tt1746183	The Stoker	Kochegar	2010	87	Crime,Drama	6.6	2498
tt1746246	Dark World	Temnyy mir	2010	100	Adventure,Fantasy,Mystery	4.6	1145
tt1747958	Blood Ties	Blood Ties	2013	127	Action,Crime,Drama	6.5	20541
tt1747967	Cassadaga	Cassadaga	2011	112	Horror,Thriller	5.2	3572
tt1748043	Hell and Back Again	Hell and Back Again	2011	88	Action,Documentary,History	6.4	2315
tt1748122	Moonrise Kingdom	Moonrise Kingdom	2012	94	Comedy,Drama,Family	7.8	354590
tt1748179	Red Lights	Red Lights	2012	114	Drama,Fantasy,Mystery	6.2	62971
tt1748197	Setup	Setup	2011	85	Action,Crime,Drama	4.4	21438
tt1748207	Sound of My Voice	Sound of My Voice	2011	87	Drama,Mystery,Sci-Fi	6.6	22331
tt1748227	The Collection	The Collection	2012	82	Action,Adventure,Horror	6.1	51291
tt1748260	Tiger Eyes	Tiger Eyes	2012	92	Drama	6.3	1987
tt1748278	Scabbard Samurai	Saya-zamurai	2010	103	Comedy,Drama	6.8	1167
tt17491040	The Pirates: The Last Royal Treasure	The Pirates: The Last Royal Treasure	2022	126	Action,Adventure,Comedy	6.1	4066
tt17501658	Antakshari	Antakshari	2022	121	Thriller	6.6	1336
tt17511190	Facing Nolan	Facing Nolan	2022	102	Biography,Documentary,Sport	7.9	1362
tt17514144	3E	3E	2022	110	Crime,Drama,Thriller	8.5	1215
tt17527124	Collide	Collide	2022	90	Thriller	4.2	1029
tt1753383	A Dog's Purpose	A Dog's Purpose	2017	100	Adventure,Comedy,Drama	7.2	74600
tt1753422	Alice in Murderland	Alice in Murderland	2010	90	Horror,Thriller	1.9	1021
tt1753460	August	August	2011	99	Drama,Romance	6.2	1926
tt1753496	Resident Evil: Damnation	Baiohazado: Damuneshon	2012	100	Action,Animation,Horror	6.4	21210
tt1753549	Buck	Buck	2011	88	Documentary	7.6	3361
tt1753584	Sexual Chronicles of a French Family	Chroniques sexuelles d'une famille d'aujourd'hui	2012	85	Comedy,Drama,Romance	5.3	4471
tt1753640	Crook: It's Good to Be Bad	Crook: It's Good to Be Bad	2010	121	Action,Crime,Drama	5.1	2206
tt1753722	Two Rabbits	2 Coelhos	2012	101	Action,Thriller	7.3	5251
tt1753753	Eaters	Eaters	2011	94	Horror	4.0	1458
tt1753786	Mercury Plains	Mercury Plains	2016	102	Action,Adventure,Drama	4.3	1388
tt1753792	The Day I Saw Your Heart	Et soudain, tout le monde me manque	2011	98	Comedy,Drama	6.5	1630
tt1753813	Farewell, My Queen	Les adieux à la reine	2012	100	Drama,History,Romance	6.2	8819
tt1753866	Gise Memuru	Gise Memuru	2010	96	Drama	6.4	4359
tt1753887	Come as You Are	Hasta la vista	2011	115	Comedy,Drama	7.3	7629
tt1753899	Hemel	Hemel	2012	80	Drama	5.7	1665
tt1754000	Rabies	Kalevet	2010	90	Horror	5.8	2927
tt1754029	The Crypt of Count Dracoola	Kutsal Damacana 3: Dracoola	2011	89	Adventure,Comedy,Fantasy	2.4	2064
tt1754078	Las Acacias	Las acacias	2011	82	Drama	6.9	2384
tt1754109	Les Misérables in Concert: The 25th Anniversary	Les Misérables in Concert: The 25th Anniversary	2010	178	Drama,Music,Musical	8.8	6189
tt1754123	The Butcher of Prague	Lidice	2011	126	Drama,History,War	6.8	1453
tt1754177	Mardock Scramble: The First Compression	Marudukku sukuranburu: Asshuku	2010	69	Action,Animation,Drama	6.4	1513
tt1754257	Naked As We Came	Naked As We Came	2012	87	Drama	6.2	1855
tt1754320	Operation Shmenti Capelli	Operation Shmenti Capelli	2011	115	Comedy	7.2	1311
